faiss_id,title,sentences
623,Octavia,Warframe Stat Changes OCTAVIA Health Base Rank from Max Rank from Shields Base Rank from Max Rank from Armor Base Rank from Energy Base Rank from Max Rank from OCTAVIA PRIME Health Base Rank from Max Rank from Shields Base Rank from Max Rank from Armor Base Rank from Energy Base Rank from Max Rank from While there may be significant changes to Warframe Stats and Mod values as a part of this overhaul the end result is that your Builds should mostly stay the same.
624,Octavia,WARFRAME AUGMENT BUFFS PART Octavias Partitioned Mallet Was Allows for two simultaneous Mallets each with reduced range.
625,Octavia,Now Core Augment function unchanged.
626,Octavia,The Range for the simultaneous Mallets is increased to .
627,Octavia,Octavias Mandachord option has been moved into the top Arsenal menu under the Parazon option.
628,Octavia,The Mandachord is a very important piece of equipment for Octavias abilities having it buried and not as readily accessible was not ideal considering that it is key to her performance.
629,Octavia,Introduced Octavia Prime.
630,Octavia,You can now sell your duplicate Octavia Blueprints for Credits from your Inventory.
631,Octavia,Its intended to only be Octavias abilities that triggers the buff.
632,Octavia,The Majority of Warframes received an increase in the Armor stat to increase survivability.
633,Octavia,Compounded with Shield Gating and the numerous other changes covered we expect a much more fair feeling playing field for all Warframes.
634,Octavia,Added Mandachord to Simaris Lost Found for k Standing.
635,Octavia,You can now recraft Octavia with this final piece.
636,Octavia,Cephalon Simaris now sells Blueprints given during quests in his Offerings This allows you to purchase these items in the event that youve accidentally sold them.
637,Octavia,Having a signature weapon now actually benefits you Tenora Headshot kills with alt fire have a chance to instantly refill magazine when wielded by Octavia.
638,Octavia,Pandero Headshot kills with alt fire increase reload speed by when wielded by Octavia.
639,Octavia,Made some very simple tweaks to Octavias Metronome basically cut the pixels being rendered for it in half to improve the performance of the FX while at the same time reducing a bit of the visual clutter from full rings being around you.
640,Octavia,Optimized Octavias special effects slightly.
641,Octavia,Clients will now be able to see the Hosts Octavia Mallet Range FX for a few seconds when cast.
642,Octavia,Polished Octavias Agile Animations.
643,Octavia,Fixing Octavias Mallet looking solid in Dx.
644,Octavia,Octavia now has a volume slider so you can turn off other Octavias in OptionsAudio.
645,Octavia,Conclave The range of Octavias Mallet is now visible to others in Conclave.
646,Octavia,Reduced the size of the Bullet Attractor attached to Octavias Mallet in Conclave.
647,Octavia,Made improvements to Octavias Idle animation that had some bad blending.
648,Octavia,Reduced the ambient audio level when using Octavias abilities.
649,Octavia,Reduced the ambient audio level when using Octavias abilities.
650,Octavia,Introduced to the game via the Octavias Anthem quest.
